id,district,latitude,longitude,area,rooms,floor,total_floors,metro_distance,distance_to_center,park_distance,school_distance,shopping_distance,year_built,building_age,building_type,renovation,ceiling_height,has_balcony,has_loggia,has_parking,has_elevator,price,price_per_sqm
10148,СВАО,55.848705,37.635179,34.8,4,6,23,0.18,10.91,2.49,1.13,1.7,1990,34,панель,без ремонта,3.07,1,1,0,1,10702531.33,307752.9
10149,СЗАО,55.834668,37.3727,27.0,1,3,16,0.29,28.68,1.84,0.5,1.12,1989,35,панель,косметический,2.81,0,1,0,1,6695487.96,248128.46
10150,НАО,55.540823,37.372544,89.7,1,21,22,2.33,35.9,0.45,0.23,1.41,1994,30,панель,косметический,3.15,1,0,1,1,20570325.12,229318.47
10151,СЗАО,55.832606,37.363354,38.8,2,11,15,0.45,29.6,1.83,1.49,1.33,1990,34,панель,евроремонт,2.64,1,0,0,1,11398200.16,293913.65
10152,ЮВАО,55.703354,37.775229,102.6,4,5,20,1.23,18.32,0.45,1.04,1.9,1976,48,панель,без ремонта,2.73,1,1,1,1,25534506.73,248871.91
10153,НАО,55.534011,37.362741,108.7,2,10,12,0.28,37.22,0.6,1.12,0.66,1984,40,монолит,дизайнерский,2.94,0,1,1,1,21747462.3,200012.03
10154,НАО,55.567351,37.365645,34.5,2,6,12,0.83,34.66,0.66,0.74,2.07,1982,42,панель,косметический,2.98,1,1,0,1,7787031.87,225958.58
10155,ЦАО,55.750984,37.616923,105.2,5,17,23,1.37,0.13,2.17,1.18,1.16,1958,66,монолит,без ремонта,2.65,1,1,1,1,49041213.15,466311.67
10156,ВАО,55.76987,37.801166,106.1,1,11,24,3.33,20.48,1.18,0.39,1.6,1973,51,блочный,без ремонта,2.98,1,1,0,1,23212833.31,218724.02
10157,СВАО,55.870239,37.594522,35.8,1,9,22,0.41,13.37,2.2,1.49,2.63,1983,41,блочный,косметический,3.17,1,1,0,1,11280080.1,314804.76
10158,ЗАО,55.711184,37.404539,76.6,2,4,19,0.53,24.07,1.6,0.37,0.54,1980,44,панель,без ремонта,2.95,0,1,1,1,26723276.24,348974.23
10159,ЦАО,55.745316,37.604426,90.0,2,6,14,0.87,1.63,1.57,0.85,1.43,1993,31,сталинка,евроремонт,2.82,1,0,0,1,39688784.5,440874.57
10160,ЮВАО,55.719998,37.774462,102.4,1,4,13,0.74,17.78,0.43,0.68,0.4,2014,10,монолит,косметический,2.55,0,0,0,1,25193776.1,246098.63
10161,ТАО,55.31459,37.288094,102.7,3,5,11,0.54,60.78,0.29,1.28,2.91,2008,16,панель,без ремонта,2.6,0,1,0,1,13541598.81,131841.96
10162,ТАО,55.336764,37.270645,31.0,1,4,24,0.49,60.06,1.11,1.01,0.37,1997,27,монолит,без ремонта,2.76,1,0,1,1,4957639.17,159939.94
10163,ЮЗАО,55.659085,37.566492,79.4,2,18,19,0.91,11.77,1.09,0.84,1.17,2019,5,панель,косметический,2.74,1,0,0,1,24491254.38,308537.21
10164,ЗАО,55.718512,37.393295,136.7,1,10,23,0.8,25.16,2.35,1.48,0.57,1975,49,кирпич,без ремонта,3.08,0,1,1,1,46844560.75,342672.54
10165,СЗАО,55.832805,37.390149,67.3,1,15,15,0.58,26.78,1.74,1.43,1.12,1977,47,панель,евроремонт,3.11,0,1,1,1,19389411.03,288250.04
10166,ЮЗАО,55.642157,37.558246,146.6,2,2,13,0.38,13.85,2.06,0.8,2.23,2019,5,кирпич,косметический,3.09,1,1,1,1,43960287.59,299883.61
10167,ЮВАО,55.683895,37.763299,89.8,2,6,14,1.51,17.86,1.02,0.68,0.87,1980,44,панель,косметический,2.52,1,0,0,1,24737247.2,275414.17
10168,НАО,55.551381,37.388159,79.9,2,1,22,0.79,33.82,1.77,0.23,1.12,2008,16,блочный,без ремонта,2.55,1,0,1,1,13590991.13,170105.28
10169,СЗАО,55.812412,37.391701,56.4,2,6,9,0.33,25.95,2.09,0.62,1.76,2019,5,панель,евроремонт,2.59,1,1,1,1,18103341.97,321235.25
10170,ТАО,55.334634,37.29415,98.2,1,14,14,1.11,58.6,1.3,0.19,2.19,1981,43,панель,евроремонт,2.94,1,1,1,1,17773279.07,181033.38
10171,НАО,55.564187,37.363628,86.1,2,9,24,0.31,35.05,1.56,1.5,2.64,2015,9,монолит,без ремонта,2.5,0,0,0,1,13743094.5,159585.57
10172,НАО,55.539704,37.373101,76.4,4,22,24,0.97,35.93,1.58,0.16,2.32,2000,24,монолит,евроремонт,2.76,1,1,0,1,16332391.06,213792.84
10173,ЮАО,55.615494,37.731059,144.2,1,17,20,0.3,19.71,0.8,1.16,2.39,1976,48,монолит,косметический,2.82,1,0,0,1,37996322.66,263465.63
10174,ЮВАО,55.692945,37.769018,70.1,3,2,14,0.4,18.05,1.33,0.46,1.2,1994,30,панель,косметический,2.52,1,0,0,1,17167388.11,244803.96
10175,ВАО,55.772271,37.853393,136.1,3,11,14,1.76,26.28,1.9,0.19,1.88,2013,11,панель,дизайнерский,2.65,1,1,1,1,41276531.49,303181.56
10176,СЗАО,55.852647,37.397672,76.3,2,9,12,1.07,26.84,1.99,0.34,2.99,1995,29,блочный,без ремонта,2.59,1,1,1,1,19790162.44,259407.63
10177,СЗАО,55.821705,37.359006,130.3,1,4,19,0.57,29.72,1.36,1.22,2.67,1970,54,блочный,косметический,3.14,1,0,0,1,29883803.66,229260.08
10178,СЗАО,55.829042,37.386967,123.6,3,19,20,3.2,26.98,2.35,0.62,0.62,1973,51,панель,без ремонта,3.11,0,1,0,1,34933753.94,282540.95
10179,СВАО,55.867744,37.615528,63.2,1,3,19,2.69,12.85,1.35,0.53,1.71,1970,54,панель,евроремонт,2.69,1,0,1,1,19104066.28,302452.92
10180,ЗАО,55.731573,37.42598,72.6,3,6,9,0.33,21.38,0.67,0.67,2.26,2012,12,кирпич,без ремонта,3.02,1,0,0,1,20564704.65,283173.48
10181,САО,55.832593,37.530333,43.9,3,8,16,0.54,13.18,1.79,1.09,1.2,1961,63,панель,без ремонта,2.52,0,0,0,1,12030061.87,273878.87
10182,ЮВАО,55.71509,37.752779,110.8,2,14,16,0.5,15.56,1.51,0.62,1.07,1985,39,монолит,без ремонта,2.65,1,1,0,1,25875975.23,233612.19
10183,ЮАО,55.649456,37.716776,105.0,2,5,20,0.64,15.84,1.16,0.15,2.1,2015,9,панель,косметический,2.82,1,0,1,1,29591026.82,281758.98
10184,ЦАО,55.766001,37.595314,46.5,2,2,20,0.79,2.91,0.21,1.32,2.56,1994,30,сталинка,евроремонт,2.55,1,1,1,1,25130301.05,540330.92
10185,СВАО,55.871576,37.613143,27.1,1,17,22,0.75,13.28,1.5,1.16,1.62,1994,30,блочный,косметический,2.51,0,0,0,1,7520357.29,277583.3
10186,НАО,55.581595,37.403427,135.4,2,15,20,0.64,30.37,1.9,1.15,0.56,2018,6,монолит,евроремонт,2.5,1,1,0,1,29416083.76,217282.5
10187,ЦАО,55.728454,37.629465,66.7,2,16,23,1.06,2.93,2.05,0.3,1.26,1991,33,монолит,косметический,2.71,1,0,0,1,33419913.46,500717.9
10188,СЗАО,55.823586,37.389948,57.1,4,18,19,0.56,26.48,0.52,0.41,2.12,1995,29,блочный,косметический,2.52,0,1,0,1,18891313.96,331070.32
10189,ЮАО,55.618011,37.736019,35.3,3,13,23,0.11,19.86,1.25,0.91,0.95,2022,2,монолит,дизайнерский,2.99,1,0,1,1,13363007.22,378667.14
10190,ТАО,55.338562,37.278319,106.2,1,13,24,1.31,59.36,0.51,0.41,0.78,1978,46,панель,косметический,2.64,0,1,0,1,17047918.57,160569.76
10191,САО,55.84455,37.462031,47.6,1,7,18,0.41,20.08,0.44,1.07,2.25,2014,10,кирпич,без ремонта,3.13,0,1,0,1,14183984.49,297906.71
10192,СЗАО,55.822979,37.393352,133.8,2,1,13,2.01,26.1,1.89,1.35,1.64,1978,46,монолит,косметический,3.11,1,0,0,1,38463985.71,287537.96
10193,ВАО,55.810341,37.851284,29.8,2,1,19,0.38,26.75,0.57,0.63,0.39,2006,18,панель,косметический,2.84,0,0,1,1,8202154.82,275348.28
10194,ЮАО,55.650866,37.757893,115.7,1,4,20,0.64,19.21,0.2,0.12,2.07,1978,46,блочный,косметический,3.11,1,1,0,1,32813239.15,283607.23
10195,ЮАО,55.638163,37.728766,32.0,2,7,13,0.73,17.67,0.94,0.21,2.5,1986,38,панель,косметический,2.89,0,0,0,1,8461853.96,264405.86
10196,САО,55.837912,37.529862,35.8,4,9,18,0.25,13.62,2.05,0.16,1.89,1975,49,монолит,косметический,2.72,1,1,1,1,16190291.26,452653.74
10197,ЗАО,55.714392,37.4351,83.5,2,13,15,1.63,20.67,2.34,0.64,0.39,2012,12,монолит,евроремонт,3.01,1,0,0,1,25127656.05,301039.19
10198,САО,55.823732,37.534115,25.2,2,6,6,1.2,12.21,1.13,1.09,2.3,1994,30,панель,без ремонта,2.53,0,0,0,1,7608035.6,301691.32
10199,ТАО,55.302214,37.298231,71.0,1,6,18,1.89,61.23,2.16,1.45,2.07,2016,8,монолит,косметический,2.66,0,1,0,1,10335265.21,145630.83
10200,ЮВАО,55.71331,37.770168,92.1,4,23,24,0.82,17.48,0.26,0.65,0.52,2017,7,панель,без ремонта,2.92,1,0,0,1,26280375.08,285473.74
10201,ЮАО,55.628573,37.715897,101.1,4,6,15,0.11,17.52,1.11,1.49,1.91,2012,12,монолит,косметический,2.73,1,0,1,1,30164506.76,298227.15
10202,ЮАО,55.630011,37.704881,95.3,1,10,17,1.15,16.66,0.62,1.34,2.46,1988,36,панель,без ремонта,2.74,1,1,0,1,27173903.14,285256.89
10203,ЮЗАО,55.650329,37.614256,89.2,3,17,18,1.75,11.29,0.55,1.37,2.83,1967,57,кирпич,косметический,2.75,0,0,0,1,26978558.95,302403.14
10204,ЮЗАО,55.634799,37.557339,25.0,1,19,22,1.76,14.62,2.49,0.44,1.25,2005,19,монолит,косметический,2.87,1,1,0,1,8720648.55,348163.49
10205,ЦАО,55.736385,37.623993,125.3,4,6,19,1.49,1.88,0.82,0.62,0.47,2013,11,сталинка,дизайнерский,3.0,1,0,0,1,70946184.99,566249.78
10206,ТАО,55.347303,37.325422,78.6,1,2,18,1.31,55.4,1.03,1.38,1.76,1976,48,панель,без ремонта,3.07,1,0,0,1,10495847.62,133533.04
10207,ТАО,55.327985,37.291595,148.2,1,6,16,1.42,59.36,0.68,0.55,0.36,1974,50,блочный,косметический,3.06,1,0,1,1,19390591.2,130814.26
10208,СВАО,55.861178,37.63561,52.4,1,7,11,0.23,12.28,2.16,0.23,0.94,2000,24,монолит,без ремонта,3.15,0,0,0,1,14930803.08,284950.33
10209,ЦАО,55.766113,37.634338,116.3,2,2,15,0.91,2.44,1.2,0.58,0.58,1951,73,кирпич,евроремонт,2.58,1,1,0,1,54250604.75,466294.79
10210,САО,55.840895,37.527796,74.6,4,1,21,0.1,14.02,2.0,0.1,0.54,2003,21,монолит,косметический,2.62,1,1,0,1,26080875.22,349565.73
10211,САО,55.848252,37.506632,25.1,4,6,9,1.83,16.3,1.97,0.9,2.84,1987,37,панель,без ремонта,3.15,0,1,0,1,8449117.84,337277.71
10212,ЮЗАО,55.651903,37.529651,71.0,3,6,18,0.6,14.78,0.7,0.79,1.3,2016,8,монолит,дизайнерский,3.03,1,0,0,1,24465396.74,344450.31
10213,ЮАО,55.640367,37.714434,55.7,3,9,12,2.43,16.41,1.21,0.65,1.69,2017,7,панель,евроремонт,3.05,1,0,1,1,20858077.68,374227.22
10214,ВАО,55.814834,37.799409,58.1,4,1,10,0.38,21.36,0.8,0.76,1.83,2000,24,панель,без ремонта,2.7,1,0,0,1,12977641.94,223319.26
10215,ТАО,55.314423,37.295986,133.6,1,8,14,0.32,60.27,1.4,0.33,2.23,2008,16,панель,косметический,2.63,1,1,0,1,18922872.6,141659.91
10216,САО,55.841535,37.546347,134.4,1,5,5,2.53,12.69,1.15,0.75,1.31,2017,7,монолит,дизайнерский,2.86,1,0,0,0,47077907.42,350272.96
10217,НАО,55.541663,37.389427,125.9,1,14,24,1.09,34.44,1.24,1.47,2.42,1990,34,монолит,косметический,2.86,1,1,0,1,26744019.26,212395.48
10218,СЗАО,55.820146,37.367713,94.4,4,4,11,1.68,28.74,1.5,0.23,2.4,2022,2,блочный,дизайнерский,3.1,1,0,0,1,27705548.98,293559.76
10219,ЮВАО,55.683258,37.776234,33.2,3,2,22,0.19,19.2,0.65,0.22,2.94,1986,38,блочный,без ремонта,2.81,1,1,1,1,11068638.01,333867.58
10220,СВАО,55.865276,37.630057,146.8,3,1,18,0.42,12.65,0.3,0.14,2.7,2008,16,панель,дизайнерский,2.83,0,1,1,1,40351901.56,274872.89
10221,ВАО,55.807835,37.818145,113.8,4,8,13,0.96,23.12,1.29,0.97,0.47,2016,8,монолит,евроремонт,2.68,0,0,1,1,31369132.29,275732.32
10222,НАО,55.518855,37.421861,113.9,2,1,23,1.4,33.78,1.99,0.96,1.63,2018,6,блочный,косметический,2.9,1,1,0,1,20106307.03,176554.89
10223,САО,55.824676,37.528876,45.7,1,3,9,1.92,12.72,0.79,0.55,1.15,1968,56,кирпич,евроремонт,2.58,1,1,1,1,19847294.1,433835.89
10224,ЦАО,55.730129,37.639349,103.7,2,19,22,0.79,3.43,2.48,0.33,2.77,1937,87,кирпич,косметический,3.02,0,1,0,1,50050867.59,482667.31
10225,ЮАО,55.618048,37.741467,130.5,1,3,16,1.04,20.26,2.42,1.35,0.43,1981,43,монолит,без ремонта,3.02,0,1,1,1,33567941.09,257313.04
10226,ТАО,55.339527,37.309192,54.4,2,11,13,0.5,57.16,0.52,1.42,2.05,2009,15,панель,косметический,2.58,1,0,1,1,9178698.52,168781.35
10227,НАО,55.554957,37.35823,128.1,2,16,18,3.28,36.15,1.06,1.26,2.57,2007,17,монолит,евроремонт,3.15,1,0,1,1,29499652.27,230334.39
10228,СВАО,55.874752,37.634338,28.0,1,7,17,1.17,13.75,0.79,0.18,0.4,2015,9,блочный,косметический,2.78,0,0,1,1,9812262.5,350106.65
10229,СВАО,55.909724,37.630952,81.8,2,9,16,0.42,17.57,2.07,1.11,1.92,1992,32,монолит,косметический,2.76,1,0,0,1,26247703.95,321031.21
10230,ЮВАО,55.703318,37.749156,118.4,1,19,20,0.72,15.58,2.32,0.13,0.59,2010,14,монолит,косметический,2.86,1,0,0,1,29714387.67,251060.41
10231,СЗАО,55.803835,37.403235,98.9,3,16,23,0.69,24.47,1.78,0.8,2.92,1978,46,монолит,без ремонта,2.56,1,1,0,1,23230341.65,234963.36
10232,СВАО,55.860294,37.610951,67.7,3,9,18,0.5,12.04,0.98,0.95,1.72,2020,4,панель,евроремонт,2.65,1,1,1,1,21807479.77,322051.05
10233,СВАО,55.880159,37.6121,65.4,2,4,9,1.37,14.24,0.7,1.49,2.2,1978,46,панель,евроремонт,2.86,0,1,0,1,22124688.85,338369.7
10234,СЗАО,55.82318,37.41501,63.1,3,5,9,2.52,23.82,1.05,0.71,1.66,1999,25,панель,без ремонта,3.12,0,0,0,1,17965052.58,284505.31
10235,ВАО,55.782329,37.833359,40.3,3,5,17,1.91,24.2,1.86,1.37,0.79,2011,13,блочный,дизайнерский,2.54,1,0,0,1,14825283.48,367662.21
10236,ЮАО,55.642703,37.719201,110.1,2,6,17,0.75,16.57,2.32,0.8,0.97,1990,34,блочный,косметический,2.58,1,0,1,1,30077133.82,273226.93
10237,СЗАО,55.819471,37.382168,131.2,4,1,9,0.77,27.17,2.05,0.99,1.59,2019,5,монолит,евроремонт,3.06,1,0,1,1,42513922.27,323966.8
10238,ЮАО,55.634657,37.711471,78.1,1,6,23,0.86,16.69,2.29,0.2,1.13,2011,13,панель,дизайнерский,3.04,1,1,0,1,24177353.55,309696.39
10239,ЮВАО,55.703191,37.742952,96.9,3,8,13,0.62,14.94,2.27,0.58,1.69,2006,18,панель,дизайнерский,2.76,1,0,0,1,24603779.0,253783.21
10240,ЮВАО,55.705389,37.808027,106.2,3,6,13,2.18,21.77,0.76,1.39,0.36,1982,42,блочный,без ремонта,2.66,1,0,0,1,27285088.12,256990.75
10241,ТАО,55.327796,37.337153,103.1,1,8,11,0.92,56.44,2.38,0.18,1.06,2007,17,панель,евроремонт,3.13,1,0,0,1,17335431.72,168192.01
10242,ЮВАО,55.693561,37.768211,128.1,2,7,9,0.11,17.94,2.42,0.85,2.21,2007,17,панель,косметический,2.93,1,0,0,1,32980145.37,257425.17
10243,ЦАО,55.711756,37.611362,73.6,2,13,19,1.31,4.52,0.55,0.25,0.45,1945,79,кирпич,косметический,2.72,1,1,1,1,33750443.18,458496.38
10244,ЮВАО,55.705795,37.824308,139.0,5,2,17,3.94,23.52,0.31,0.28,2.04,1990,34,блочный,косметический,2.77,0,1,0,1,30275641.5,217833.49
10245,СЗАО,55.824088,37.390679,82.0,1,7,15,0.31,26.42,1.35,1.28,2.07,1974,50,панель,без ремонта,2.53,0,0,0,1,22408792.32,273160.24
10246,ЗАО,55.690682,37.411445,60.2,1,6,15,0.89,23.86,0.37,1.49,1.83,1986,38,монолит,косметический,2.78,1,0,0,1,19108616.39,317187.4
10247,ТАО,55.317997,37.275444,59.1,1,11,15,0.26,61.34,0.63,0.33,2.61,2011,13,панель,косметический,2.84,1,0,0,1,8169949.02,138318.72
10248,ЗАО,55.713434,37.412815,136.6,1,11,19,0.4,23.12,0.76,0.72,2.16,1989,35,панель,косметический,2.66,1,0,0,1,35171165.64,257488.97
10249,СЗАО,55.821441,37.40557,103.8,1,24,24,1.12,24.75,1.68,1.48,2.39,1973,51,блочный,косметический,3.19,1,0,0,1,27409961.4,263973.47
10250,ЮАО,55.623991,37.716703,65.6,4,7,9,4.12,17.98,1.63,1.33,2.2,1980,44,панель,дизайнерский,3.0,1,0,1,1,23824732.91,363354.49
10251,ЮЗАО,55.636736,37.622488,33.8,2,6,15,0.41,12.81,1.73,0.67,0.67,1995,29,кирпич,косметический,3.02,1,0,1,1,11248082.15,332900.74
10252,ЮАО,55.656035,37.698343,105.6,2,6,20,0.11,13.93,0.63,1.02,2.14,1989,35,блочный,косметический,2.68,1,1,0,1,28022095.49,265332.14
10253,ВАО,55.804447,37.769632,128.1,2,6,12,1.19,17.86,0.58,0.52,2.88,1975,49,блочный,косметический,2.61,1,0,1,1,37100708.85,289580.05
10254,ЦАО,55.756314,37.628346,128.5,1,9,10,0.47,1.3,0.4,0.17,2.41,1962,62,монолит,дизайнерский,2.94,1,0,1,1,68301671.78,531508.83
10255,ЮАО,55.65143,37.716278,44.7,1,12,24,0.68,15.65,0.9,0.54,0.56,2007,17,монолит,без ремонта,2.84,1,1,0,1,11804121.38,264301.33
10256,ЗАО,55.722203,37.398106,34.9,2,9,17,2.7,24.58,1.82,0.91,0.94,1971,53,кирпич,дизайнерский,3.15,0,0,1,1,16430236.24,470175.28
10257,САО,55.843849,37.549378,40.8,1,2,5,0.43,12.69,1.62,0.51,0.91,2021,3,панель,косметический,2.92,1,0,0,1,10969825.92,268676.95
10258,ЦАО,55.763102,37.588032,145.7,3,9,11,0.21,3.5,0.78,0.49,0.49,1971,53,монолит,евроремонт,2.96,0,1,0,1,70973075.54,486964.82
10259,НАО,55.542588,37.379638,105.9,3,9,20,0.93,35.18,0.41,1.33,1.48,1981,43,блочный,без ремонта,2.81,0,1,0,1,18703961.47,176618.35
10260,САО,55.831373,37.530487,131.4,3,10,11,0.12,13.07,0.92,0.51,1.07,1972,52,кирпич,без ремонта,3.11,1,0,1,1,44713277.2,340190.34
10261,ЦАО,55.752576,37.582619,62.4,4,7,8,0.22,3.87,2.05,1.14,2.37,1950,74,монолит,без ремонта,2.54,1,0,1,1,29660896.92,475154.02
10262,САО,55.855616,37.546698,134.1,2,4,8,0.51,13.93,2.25,1.25,2.88,2010,14,кирпич,евроремонт,2.75,1,0,0,1,38661299.27,288378.72
10263,НАО,55.579695,37.387474,102.2,1,21,21,0.55,31.9,0.69,0.49,2.56,1975,49,панель,косметический,3.09,1,0,0,1,18072258.67,176884.29
10264,СВАО,55.848811,37.633069,68.8,1,19,24,1.19,10.88,1.44,0.74,1.18,1999,25,панель,косметический,2.53,0,0,1,1,20519461.64,298363.82
10265,ЗАО,55.711391,37.431614,149.2,1,9,13,0.93,21.12,2.04,0.14,1.69,2017,7,панель,без ремонта,2.73,1,0,0,1,42264124.52,283365.66
10266,ЮВАО,55.74207,37.825448,46.9,2,8,10,0.87,23.11,1.75,0.38,1.34,1987,37,блочный,косметический,2.77,1,0,1,1,11989329.24,255460.78
10267,ЦАО,55.770677,37.65042,104.2,3,5,19,0.69,4.2,1.3,1.35,0.51,1964,60,сталинка,косметический,3.06,1,1,0,1,44864631.57,430416.5
10268,ЗАО,55.725232,37.444208,98.5,1,1,11,0.86,19.46,1.54,0.86,2.02,1968,56,монолит,косметический,2.54,1,0,0,1,30170622.82,306245.3
10269,ЮВАО,55.714323,37.786158,85.8,3,10,15,0.27,19.18,1.51,0.15,1.05,2006,18,панель,косметический,2.88,1,0,1,1,25064052.31,292139.02
10270,СЗАО,55.822804,37.346081,116.2,1,4,9,1.03,31.14,0.49,0.85,1.55,1993,31,монолит,евроремонт,2.7,1,1,0,1,37623951.8,323814.62
10271,САО,55.822235,37.553293,77.3,2,1,8,0.92,10.56,0.84,0.96,2.74,1962,62,панель,евроремонт,3.0,1,0,0,1,21926242.34,283685.66
10272,САО,55.837891,37.539901,97.7,2,7,22,0.94,12.85,1.54,0.6,0.74,1975,49,монолит,косметический,3.1,1,1,0,1,34882883.66,356883.08
10273,ЗАО,55.715403,37.435586,40.0,4,5,7,1.43,20.6,2.18,0.26,1.77,2019,5,монолит,евроремонт,2.71,0,1,1,1,18269539.74,456237.15
10274,ЮВАО,55.703031,37.753605,32.4,1,10,10,0.16,16.06,0.77,1.16,1.01,2009,15,панель,без ремонта,2.53,0,1,0,1,8363523.96,258300.13
10275,ЗАО,55.704669,37.404914,50.1,4,1,10,0.16,24.17,1.28,0.54,2.34,1971,53,монолит,дизайнерский,2.51,1,0,0,1,18595551.64,371144.73
10276,ТАО,55.324514,37.28086,49.7,2,14,19,2.7,60.4,1.01,0.14,0.99,1975,49,панель,евроремонт,2.91,1,0,0,1,9943283.69,200013.76
10277,САО,55.843364,37.533043,126.9,1,8,9,0.13,13.81,0.52,0.48,1.11,1964,60,кирпич,косметический,2.94,1,0,0,1,43513198.23,342807.19
10278,СВАО,55.860441,37.606575,102.7,1,15,19,0.24,12.1,0.53,0.23,0.45,2017,7,блочный,евроремонт,3.1,0,0,1,1,30225590.01,294331.89
10279,ЦАО,55.75184,37.628824,110.6,1,1,7,2.15,1.26,1.59,0.36,0.93,1949,75,сталинка,косметический,2.95,1,0,0,1,51459295.34,465260.09
10280,ЮАО,55.640696,37.695147,108.4,5,12,20,1.17,15.06,1.09,1.15,1.18,1988,36,блочный,евроремонт,2.69,1,1,1,1,31552653.46,290978.42
10281,ЮЗАО,55.639499,37.536985,57.8,3,4,10,0.62,15.36,1.08,0.69,2.4,1998,26,панель,косметический,2.51,1,1,1,1,15811963.27,273362.61
10282,СВАО,55.881753,37.618861,121.8,2,12,18,2.81,14.4,0.88,0.67,1.46,2022,2,панель,косметический,2.97,0,0,1,1,35758189.86,293544.48
